http://rs2.swissix.ch/cgi-bin/bgplg
Neighbor                   AS    MsgRcvd    MsgSent  OutQ Up/Down  State/PrfRcvd
2001:7f8:24::3d         12041      16929      72484     0 3d16h15m    139/600
91.206.52.66            20893      15891      79190     0 3d16h15m      1/12000
2001:7f8:24::1b         31662      17543      72473     0 3d16h15m      3/600
2001:7f8:24::62         59761      18147      72472     0 3d16h15m      1/600
91.206.52.84            20932      15902      79180     0 3d16h15m     19/12000
2001:7f8:24::87        198288      18139      72472     0 3d16h15m      3/600
91.206.52.57            51184      18119      79192     0 3d16h15m      9/12000
91.206.52.161          204631      18146      79192     0 3d16h15m      3/12000
91.206.52.212          204178      18161      79193     0 3d16h15m      1/12000
91.206.52.8             20634      17627      79193     0 3d16h15m     15/12000
91.206.52.91            41913      17639      79190     0 3d16h15m     24/12000
2001:7f8:24::bd         35054      17163      72474     0 3d16h15m      1/600
2001:7f8:24::6c        197964      18608      72490     0 3d16h15m      2/600
91.206.52.58            29075      18445      78973     0 3d16h15m    384/12000
91.206.52.131           25581      18586      79194     0 3d16h15m      3/12000
2001:7f8:24::9d         20984      17223      72476     0 3d16h15m      1/600
2001:7f8:24::34        206492      33424      85116     0 3d16h15m      1/600
91.206.52.33            24889      17357      79188     0 3d16h15m     10/12000
2001:7f8:24::8          20634      17624      72475     0 3d16h15m      4/600
91.206.52.120           42760      18156      79193     0 3d16h15m      5/12000
2001:7f8:24::96         34288      17273      72475     0 3d16h15m      2/600
91.206.52.117           25091      17380      79109     0 3d16h15m    115/12000
2001:7f8:24::6d        198385      15690      72471     0 3d16h15m      7/600
91.206.52.157           20984      17157      79203     0 3d16h15m      2/12000
2001:7f8:24::5b         41913      17818      72475     0 3d16h15m      6/600
2001:7f8:24::39         51184      18134      72502     0 3d16h15m      5/600
2001:7f8:24::2b         35223      15555      72538     0 3d16h15m      1/600
91.206.52.141           59891      18089      79214     0 3d16h15m      9/12000
91.206.52.179           49983      33358      93787     0 3d16h15m      4/12000
2001:7f8:24::2d        198738      17143      72632     0 3d16h15m      1/600
2001:7f8:24::7f         20612      17162      72585     0 3d16h15m      2/600
2001:7f8:24::82         58299      18136      72644     0 3d16h15m      3/600
91.206.52.31            48461      15891      79256     0 3d16h15m      5/12000
2001:7f8:24::c5         51873      15890      72653     0 3d16h15m      2/600
2001:7f8:24::63          5385      15896      72571     0 3d16h15m      5/600
91.206.52.108          197964      18608      79271     0 3d16h15m      2/12000
91.206.52.209           29545      18174      79020     0 3d16h15m     14/12000
91.206.52.163            8453      17167      79293     0 3d16h15m      2/12000
91.206.52.181            7713      16161      79225     0 3d16h15m   2273/12000
91.206.52.39            47176      17167      79108     0 3d16h15m     31/12000
2001:7f8:24::91         61174      15889      72668     0 3d16h15m      1/600
91.206.52.81            15398      15890      79312     0 3d16h15m      1/12000
2001:7f8:24::9e         41549      15898      72683     0 3d16h15m      4/600
2001:7f8:24::26         59890      17242      72602     0 3d16h15m      1/600
91.206.52.38            59890      17159      79068     0 3d16h15m      5/12000
91.206.52.54            34554      20689      79326     0 3d16h15m      6/12000
91.206.52.134          203340      17532      79366     0 3d16h15m      1/12000
91.206.52.214           62512      15890      79366     0 3d16h15m      2/12000
2001:7f8:24::3b         12333      17147      72695     0 3d16h15m      1/600
91.206.52.169          200759     105870     168311     0 3d16h15m      4/12000
2001:7f8:24::a9        200759     105870     159586     0 3d16h15m      1/600
2001:7f8:24::d6         62512      15890      72709     0 3d16h15m      2/600
2001:7f8:24::b8         20984      17217      72710     0 3d16h15m      1/600
91.206.52.113          205073      17177      79384     0 3d16h15m      4/12000
2001:7f8:24::86        203340      17519      72718     0 3d16h15m      1/600
91.206.52.123           15517      15890      79383     0 3d16h15m      5/12000
91.206.52.48            34578      17170      79387     0 3d16h15m      2/12000
91.206.52.174           49867      17167      79398     0 3d16h15m      2/12000
2001:7f8:24::51         15398      15890      72736     0 3d16h15m      1/600
91.206.52.65            51395      17378      79096     0 3d16h15m     28/12000
91.206.52.45           198738      17159      79412     0 3d16h15m      4/12000
91.206.52.19            13250      17410      79426     0 3d16h15m      1/12000
91.206.52.154           51262      18128      79407     0 3d16h15m      2/12000
2001:7f8:24::12          9100      17338      72745     0 3d16h15m      2/600
2001:7f8:24::6e         25563      17575      72749     0 3d16h15m      1/600
91.206.52.121           41549      15903      79433     0 3d16h15m     26/12000
2001:7f8:24::54         20932      15892      72766     0 3d16h15m      3/600
91.206.52.130           58299      18141      79433     0 3d16h15m     29/12000
91.206.52.35             6776      15891      79449     0 3d16h15m     17/12000
91.206.52.52           206492      33350      94010     0 3d16h15m      2/12000
2001:7f8:24::ba         29222      17165      72762     0 3d16h15m      5/600
91.206.52.110           25563      17585      79461     0 3d16h15m      4/12000
2001:7f8:24::b3         49983      33390      85415     0 3d16h15m      1/600
2001:7f8:24::30         34578      17160      72778     0 3d16h15m      1/600
2001:7f8:24::23          6776      15891      72783     0 3d16h15m      1/600
91.206.52.44            16242      17172      79469     0 3d16h15m     13/12000
2001:7f8:24::d1         29545      18156      72699     0 3d16h15m      1/600
91.206.52.82            39764      17175      79495     0 3d16h15m      1/12000
2001:7f8:24::99         13101      15889      72791     0 3d16h15m      4/600
2001:7f8:24::2e         33845      17167      72798     0 3d16h15m      1/600
2001:7f8:24::b5          7713      18490      72751     0 3d16h15m    183/600
91.206.52.176           25375      17606      79517     0 3d16h15m      6/12000
2001:7f8:24::33         12553      18155      72822     0 3d16h15m      1/600
2001:7f8:24::13         13250      17157      72824     0 3d16h15m      1/600
91.206.52.37             9044      17649      79504     0 3d16h15m     26/12000
2001:7f8:24::fe         25152      18154      72829     0 3d16h15m      1/600
91.206.52.218          199811      18154      79580     0 3d16h15m      4/12000
2001:7f8:24::75         25091      17204      72808     0 3d16h15m     29/600
2001:7f8:24::a3          8453      17335      72831     0 3d16h15m      8/600
2001:7f8:24::3a         29075      17249      72762     0 3d16h15m     84/600
91.206.52.46            33845      17167      79645     0 3d16h15m      5/12000
2001:7f8:24::7d        206616      33396      85471     0 3d16h15m      1/600
91.206.52.125          206616      33385      94197     0 3d16h15m      1/12000
2001:7f8:24::5f         15517      15890      72831     0 3d16h15m      2/600
2001:7f8:24::28         48362      17169      72831     0 3d16h15m      4/600
91.206.52.40            48362      17169      79645     0 3d16h15m     14/12000
91.206.52.30            28875      18133      79668     0 3d16h15m      1/12000
91.206.52.49            31424      23735      79632     0 3d16h15m     37/12000
91.206.52.3             13030      17623      79621     0 3d16h15m      0/12000
91.206.52.189           35054      17162      79623     0 3d16h15m      2/12000
91.206.52.210           61287      17643      79622     0 3d16h15m      5/12000
91.206.52.20             6772      17621      79657     0 3d16h15m     35/12000
91.206.52.28            29655      17634      79667     0 3d16h15m     15/12000
2001:7f8:24::17          8302      17632      72839     0 3d16h15m      7/600
2001:7f8:24::95         15547      15895      72844     0 3d16h15m      4/600
91.206.52.126           20612      17174      79670     0 3d16h15m      4/12000
2001:7f8:24::3f         31662      17603      72847     0 3d16h15m      3/600
2001:7f8:24::9          29691      17691      72801     0 3d16h15m     23/600
2001:7f8:24::d2         61287      17626      72830     0 3d16h15m      4/600
91.206.52.13            41872      17626      79672     0 3d16h15m     18/12000
91.206.52.165           48885      17631      79674     0 3d16h15m      9/12000
2001:7f8:24::a7         49489      17629      72848     0 3d16h15m      1/600
91.206.52.217           22822      17703      25756     0 3d16h15m    227/12000
91.206.52.144           33965      15913      79664     0 3d16h15m     69/12000
91.206.52.59            12333      17161      79674     0 3d16h15m      7/12000
2001:7f8:24::76         50837      18159      72850     0 3d16h15m      2/600
91.206.52.184           20984      17168      79677     0 3d16h15m      2/12000
91.206.52.2              8758      17645      79658     0 3d16h15m     54/12000
2001:7f8:24::8d         59891      18119      72848     0 3d16h15m     19/600
2001:7f8:24::14          6772      17633      72844     0 3d16h15m      7/600
2001:7f8:24::b9         59622      23506      72823     0 3d16h15m      9/600
91.206.52.63            31662      17625      79669     0 3d16h15m     12/12000
2001:7f8:24::47         34288      17423      72849     0 3d16h15m      2/600
91.206.52.14             9044      17671      79595     0 3d16h15m     46/12000
2001:7f8:24::37         15623      17626      72849     0 3d16h15m     12/600
2001:7f8:24::a5         48885      17627      72850     0 3d16h15m      1/600
2001:7f8:24::1e         28875      18175      72852     0 3d16h15m      1/600
91.206.52.75             8302      17656      79664     0 3d16h15m      8/12000
91.206.52.167           49489      17606      79689     0 3d16h15m      2/12000
2001:7f8:24::d5         29691      17674      72801     0 3d16h15m     23/600
91.206.52.172            8220      16136      78763     0 3d16h15m    555/12000
2001:7f8:24::1c         29655      24713      72844     0 3d16h15m      6/600
2001:7f8:24::d3         61287      17618      72832     0 3d16h15m      4/600
91.206.52.213           29691      17665      79658     0 3d16h15m     42/12000
2001:7f8:24::c             42      17450      72846     0 3d16h15m     52/600
91.206.52.12               42      17180      79685     0 3d16h15m     57/12000
2001:7f8:24::d9         22822      17642      21921     0 3d16h15m     46/600
91.206.52.23             8302      17643      79676     0 3d16h15m      8/12000
2001:7f8:24::4b          8302      17624      72845     0 3d16h15m      7/600
91.206.52.254           25152      18152      79693     0 3d16h15m      1/12000
91.206.52.211           61287      17621      79645     0 3d16h15m      5/12000
91.206.52.185           59622      17623      79689     0 3d16h15m      1/12000
91.206.52.99             5385      15898      79421     0 3d16h15m     29/12000
91.206.52.9             29691      17658      79660     0 3d16h15m     42/12000
91.206.52.55            15623      17637      79676     0 3d16h15m     54/12000
2001:7f8:24::2           8758      17658      72828     0 3d16h15m     17/600
91.206.52.98            59761      18149      79694     0 3d16h15m      2/12000
91.206.52.187          197439      17145      79693     0 3d16h15m      1/12000
2001:7f8:24::bb        197439      17175      72851     0 3d16h15m      1/600
2001:7f8:24::b0         25375      17632      72851     0 3d16h15m      2/600
2001:7f8:24::89          9009      15891      72851     0 3d16h15m      3/600
2001:7f8:24::35           559      15902      72848     0 3d16h15m     12/600
91.206.52.158           41549      15903      79690     0 3d16h15m     26/12000
2001:7f8:24::11         31424      34432      72824     0 3d16h15m     15/600
91.206.52.186           29222      17159      79691     0 3d16h15m     10/12000
2001:7f8:24::36         34554      20686      72837     0 3d16h15m      1/600
91.206.52.127           20612      17166      79692     0 3d16h15m      4/12000
91.206.52.18             9100      18500      79693     0 3d16h15m     13/12000
91.206.52.106          203969      17774      79693     0 3d16h15m      2/12000
2001:7f8:24::7e         20612      17163      72849     0 3d16h15m      2/600
91.206.52.6              8758      17428      79676     0 3d16h15m     54/12000
91.206.52.17            31424      24313      79657     0 3d16h15m     37/12000
91.206.52.25            31736      15897      79690     0 3d16h15m     23/12000
2001:7f8:24::27         47176      17388      72837     0 3d16h15m      6/600
2001:7f8:24::ae         49867      17214      72850     0 3d16h15m      1/600
2001:7f8:24::/64            0          0          0     0 Never    Template
2001:7f8:24::bf         33891      70766      71977     0 3d16h14m   1019/2500
2001:7f8:24::aa          6939      66543      21992     0 3d16h15m  27905/35000
2001:7f8:24::8f          9002      23547      68053     0 3d16h14m   1434/2000
91.206.52.0/23              0          0          0     0 Never    Template
91.206.52.142            3216         88      95251     0 03:58:44 Active
91.206.52.170            6939      69906      26593     0 3d16h15m  56940/90000

success.
